Date,Close,High,Low,Open,Volume,daily_return,log_return,price_range,volatility_20d,volume_change,volume_zscore,ma_20,ma_50,price_vs_ma20,price_vs_ma50,momentum_5d,momentum_20d,ticker,if_score,if_anomaly,yhat,yhat_lower,yhat_upper,residual,prophet_anomaly,consensus_anomaly
2018-03-14,125.6999969482422,125.76000213623048,125.33999633789062,125.48999786376952,3777000,-0.0006360457292979849,-0.0006362480921954514,0.0033413349923373356,0.006698723148227465,-0.21284621636829715,-0.8765949525964374,126.0504997253418,126.15940032958984,-0.002780653609968399,-0.0036414518470082764,-0.00015911766040954678,-0.0030139980749815942,GLD,-0.3800928141637529,0,123.52563461211282,115.44417859709814,131.5585411491756,2.174362336129377,0,0
2018-03-15,124.9000015258789,125.20999908447266,124.72000122070312,125.12000274658205,6130100,-0.00636432332367276,-0.006384661969759812,0.003923121359354068,0.005471497488429857,0.6230076780513636,-0.086431211869825,125.88400001525879,126.15440032958985,-0.00781670815401967,-0.009943361471607098,-0.004146042502456204,-0.025968917668340863,GLD,-0.4076553696390203,0,123.50996787624156,115.16343608877199,131.21795550072684,1.3900336496373455,0,0
2018-03-16,124.5999984741211,124.87000274658205,124.20999908447266,124.83999633789062,7402200,-0.0024019459414951205,-0.002404835241203122,0.005296979696564516,0.00544484868144783,0.20751700624785885,0.37526658889805986,125.69499969482422,126.15000030517578,-0.008711573438575013,-0.012286974453468089,-0.007487672730214112,-0.029443887403975855,GLD,-0.38672313180300016,0,123.42828343462268,115.20796467750357,131.33695195934803,1.1717150394984088,0,0
2018-03-19,124.87000274658205,125.16000366210938,124.41999816894533,124.56999969482422,4335400,0.0021669685053569143,0.0021646240154515875,0.005926207070451144,0.005486264630272288,-0.4143092594093648,-0.6747839103703208,125.54049987792969,126.13820037841796,-0.005340883077569455,-0.010054033021172738,-0.005336929775841881,-0.02414814285713418,GLD,-0.38207417031715385,0,123.09565414716378,114.58191222113427,131.43594613280433,1.7743485994182606,0,0
2018-03-20,124.30999755859376,124.5500030517578,123.95999908447266,124.41000366210938,3399400,-0.004484705499084418,-0.0044947919586221805,0.004746231026245837,0.0047513403667053585,-0.21589703372237856,-0.9412084107768554,125.44399986267089,126.11780029296875,-0.009039908686892726,-0.01433423933953418,-0.011687082485049793,-0.015288342346603145,GLD,-0.3927228995026386,0,123.13208143556884,114.66009714464677,131.61943698442587,1.1779161230249287,0,0
2018-03-21,126.4800033569336,126.76000213623048,125.02999877929688,125.4000015258789,12532000,0.017456406089276788,0.017305793278473782,0.013678078044095574,0.006163226691005959,2.6865329175736896,2.212202137533344,125.48499984741211,126.14120040893555,0.007929262547168116,0.0026859023610024835,0.00620530173133238,0.00652554250299997,GLD,-0.5536455699467319,0,123.18644156723225,114.31918695564646,131.56993104246015,3.293561789701343,0,0
2018-03-22,125.9800033569336,126.33999633789062,125.63999938964844,126.08999633789062,5298700,-0.003953194075975608,-0.0039610286020946425,0.005556413157562133,0.006128141265134095,-0.5771864028088094,-0.25015013442953293,125.4689998626709,126.16620040893555,0.0040727470117877885,-0.0014758077155248236,0.008646932088554937,-0.00253364756209129,GLD,-0.39686497475688937,0,123.26350964477325,114.63410753327501,131.39281995728703,2.716493712160343,0,0
2018-03-23,127.61000061035156,128.05999755859375,127.61000061035156,127.81999969482422,12025900,0.012938539529958382,0.01285555168848731,0.003526345475196905,0.006775879993383994,1.2695944288221641,1.7554625163987394,125.54249992370606,126.21780044555663,0.01646853207401439,0.011030141231113013,0.024157320811329264,0.011653727824766147,GLD,-0.49201759903703457,0,123.28822592958582,115.41154484145542,131.40424437644717,4.321774680765742,0,0
2018-03-26,128.27999877929688,128.5800018310547,128.00999450683594,128.0500030517578,6169800,0.005250357853935794,0.005236622780197456,0.004443462189296057,0.006844579422442632,-0.48695731712387436,-0.12952069350067483,125.63400001525879,126.27460037231445,0.021061167866315768,0.015881249285838988,0.027308368364780566,0.014472138198656559,GLD,-0.41459992000012574,0,123.33265759966416,115.28924018912565,131.2920045109538,4.947341179632716,0,0
2018-03-27,127.48999786376952,127.62000274658205,127.0500030517578,127.2300033569336,6180700,-0.0061584106879088996,-0.006177451915059426,0.0044709365783606415,0.006536593204619535,0.0017666699082627968,-0.1115168433036709,125.75200004577637,126.28520034790039,0.013820836387178568,0.009540290648073256,0.02558121122701218,0.018860390491114654,GLD,-0.4090682730050506,0,123.50740648705982,115.29010099888539,131.37044755635972,3.982591376709692,0,0
2018-03-28,125.7300033569336,126.61000061035156,125.51000213623048,126.4800033569336,10254900,-0.013804961458361409,-0.013901136089334711,0.008748894016953975,0.0073181190824135245,0.6591809989159805,1.0859821755551033,125.78850021362305,126.25640045166016,-0.00046504137174793606,-0.004169270570390638,-0.005929791113963301,0.005840026855468805,GLD,-0.43359396059502053,0,123.70163869787336,115.4269904531109,131.83556443026538,2.0283646590602302,0,0
2018-03-29,125.79000091552734,125.80999755859376,125.30999755859376,125.41999816894533,7102000,0.0004771936450476133,0.0004770798243684067,0.0039748787372675875,0.007293339486977491,-0.3074530224575569,0.20496160096682045,125.84200019836426,126.24940048217773,-0.0004132108735950687,-0.0036388257282476536,-0.0015081952400646248,0.008579214916224709,GLD,-0.37430994066594225,0,123.91700642172802,115.70471852916637,132.037138551598,1.8729944937993253,0,0
2018-04-02,127.26000213623048,127.54000091552734,126.37999725341795,126.6500015258789,11421100,0.011686153191860615,0.011618397461991309,0.009115225857592063,0.007645653147886434,0.6081526330611096,1.6433462631941447,125.93550033569336,126.27740051269531,0.01051730288128869,0.007781294353112603,-0.002742719790353898,0.014913491950590219,GLD,-0.43675827806469303,0,124.46488757640707,116.55148889536527,132.52666544366113,2.7951145598234177,0,0
2018-04-03,126.3000030517578,126.58999633789062,126.01000213623048,126.54000091552734,6083700,-0.007543604183229635,-0.007572201071777906,0.0045921946765310855,0.007854127636169111,-0.4673280156902575,-0.17890966373510056,125.99150047302246,126.27500061035157,0.0024485983385950723,0.00019799993098697263,-0.015434952809327829,0.00894713807198877,GLD,-0.40702482710582566,0,124.72493180505843,116.210783628271,133.20805240855674,1.5750712466993662,0,0
2018-04-04,126.4499969482422,127.52999877929688,126.31999969482422,127.5,7488300,0.0011876001018220617,0.0011868954626523271,0.009568992595293823,0.007475119290888279,0.23087923467626603,0.32361823827821723,125.98750038146973,126.27100051879883,0.0036709718453982153,0.0014175577029400712,-0.008157509867076973,-0.0006322756012526742,GLD,-0.3762804874433365,0,124.98531588074276,117.29244359025512,132.62463374644557,1.4646810674994413,0,0
2018-04-05,125.8000030517578,126.08000183105467,125.43000030517578,125.4499969482422,5333000,-0.005140323544257974,-0.005153580456721192,0.0051669436415789465,0.007423456347554583,-0.28782233617777064,-0.4227220228229657,125.99150047302246,126.24140060424804,-0.001519923332492264,-0.0034964563952674566,0.0005567461461484235,0.0006363492704253293,GLD,-0.38114341560817716,0,125.24565221471893,117.71145128015371,133.38942816744046,0.5543508370388679,0,0
2018-04-06,126.38999938964844,126.5999984741211,126.12999725341795,126.56999969482422,6121200,0.004689954877408864,0.004678991304776214,0.00371865830344828,0.007469322079892223,0.14779673729608112,-0.20260856541634914,126.04000053405761,126.19260055541992,0.0027768871319248517,0.0015642663148211367,0.004769842354353848,0.0077340235597553875,GLD,-0.37699908457694237,0,125.42606910064256,116.77085133331302,132.93942842232588,0.963930289005873,0,0
2018-04-09,126.81999969482422,126.86000061035156,126.2300033569336,126.4499969482422,4189900,0.0034021703240154633,0.0033963960355940744,0.00496764906902677,0.0074986714915473126,-0.31551003071293215,-0.8643868732181298,126.10400047302247,126.16960052490235,0.005677847008152025,0.005154959413488023,-0.003457507732360754,0.010195943682987263,GLD,-0.37492920635919424,0,125.73650385661865,117.73913481123557,133.29329545908908,1.0834958382055646,0,0
