Date,Close,High,Low,Open,Volume,daily_return,log_return,price_range,volatility_20d,volume_change,volume_zscore,ma_20,ma_50,price_vs_ma20,price_vs_ma50,momentum_5d,momentum_20d,ticker,if_score,if_anomaly,yhat,yhat_lower,yhat_upper,residual,prophet_anomaly,consensus_anomaly
2018-03-14,162.9292449951172,163.93522761038608,162.21747344945368,163.81184924187508,40536400,-0.00017491293446503242,-0.0001749282335163813,0.010542945565014311,0.011150761254675267,-0.2714377890288988,-0.3303395455589185,159.36944427490235,156.99232025146483,0.02233678316700662,0.037816657108722236,0.01627895666124446,0.07508280299411751,QQQ,-0.37137482748075495,0,152.1612783715013,131.4158322185203,173.94936390731885,10.767966623615877,0,0
2018-03-15,162.78689575195312,163.73592447526937,162.18900302233456,163.04313756193665,28810400,-0.0008736874903478853,-0.0008740693777129586,0.009502739429910473,0.010607534690246192,-0.28927087753229197,-1.1726019767018916,159.78938827514648,157.23982696533204,0.018759114789557503,0.03527775941806455,0.009831667934272481,0.05440111374086487,QQQ,-0.37043100362302994,0,152.399262884953,129.03290759959128,174.57074680084443,10.387632867000121,0,0
2018-03-16,162.30291748046875,163.42276456911557,162.22699343497948,163.06214345433034,31176700,-0.0029730788172399603,-0.00297750719552325,0.007367527045716795,0.00998801002825085,0.08213353511232047,-0.8904233887090603,160.0418327331543,157.44842407226562,0.014128085817940242,0.030832276898338548,-0.01235855912788586,0.03210658076034845,QQQ,-0.37683580670642475,0,152.4962463649854,129.1378660122522,172.4933843924539,9.80667111548334,0,0
2018-03-19,158.8399658203125,160.8551659379276,157.45212974576185,160.74110238546515,71395100,-0.021336348809459782,-0.021567259129163546,0.02142430700353737,0.011172014714356344,1.2900146583827024,2.1307850602632152,160.15624237060547,157.58244689941407,-0.008218702754320824,0.007980069770722097,-0.038539207536713804,0.014616204621211493,QQQ,-0.501424270566672,0,153.52663571880578,132.6640268622483,173.96561209433125,5.313330101506722,0,0
2018-03-20,159.36276245117188,159.7334834911441,158.37417784608604,158.90649374917228,34075700,0.0032913418745681433,0.0032859372645996144,0.008529631540960253,0.01118312828404779,-0.5227165449729743,-0.6351306423331748,160.28113174438477,157.6963674926758,-0.005729740507931399,0.010567110612573117,-0.022060847041166953,0.01592316880154221,QQQ,-0.41080640810768393,0,154.00744819046565,133.00456180256847,174.96929322787508,5.355314260706223,0,0
2018-03-21,158.6688995361328,160.41794217503897,157.97498856066375,158.9445725362742,43863500,-0.004353983981996157,-0.004363490173492577,0.015396549806024883,0.011214437206349985,0.2872369459761648,0.07973420878152108,160.3936309814453,157.78445343017577,-0.010753116783745739,0.005605407166102283,-0.026148439214286223,0.014384352072515316,QQQ,-0.3894063564350747,0,154.31050041151224,133.81617301010849,173.6906458508664,4.3583991246205755,0,0
2018-03-22,154.7525634765625,157.57575324202094,154.55293769825153,156.4730902384057,66607300,-0.02468244294262889,-0.02499216146685142,0.01953321790515749,0.012579390438815428,0.5185131145485427,1.548785759113187,160.31126251220704,157.79402282714844,-0.03467441369081143,-0.019274870467797314,-0.04935490807339282,-0.010533056853843203,QQQ,-0.4705820206073236,0,154.8337356685093,134.8561890482847,175.7021994864126,-0.08117219194679137,0,0
2018-03-23,150.674560546875,155.2277903590857,150.59851335013758,154.5718959786801,80110400,-0.026351763344489743,-0.026705193902270736,0.03072368017630919,0.012836689852576154,0.20272702841880696,2.084088271911285,159.86508331298828,157.7292449951172,-0.05748924390274652,-0.044726546738118156,-0.0716460129867541,-0.05591283038148176,QQQ,-0.5101160595136263,0,155.1739441288399,134.04181226674987,175.52382396636864,-4.499383581964906,0,0
2018-03-26,156.27342224121094,156.46354750424757,151.2924536473075,153.7259061671567,57481500,0.03715863961384591,0.036484896924139226,0.03309004040980427,0.015288009682795391,-0.2824714394136092,0.6507938022843025,159.59302978515626,157.75537567138673,-0.0208004544334685,-0.009393996393902827,-0.016158046659396574,-0.03364615293597795,QQQ,-0.5131983395509392,0,156.65785941838166,135.3522136106604,177.5265250406265,-0.38443717717072445,0,0
2018-03-27,151.21646118164062,157.43317371305596,149.88565638125357,157.43317371305596,78889100,-0.032359699986379,-0.03289485165758412,0.049912008737834086,0.016623885370241037,0.37242591094526056,1.6832313835483825,159.16825103759766,157.6575897216797,-0.04995839185340243,-0.04085517577307822,-0.05111797225545234,-0.05319307897438097,QQQ,-0.5345574023153127,0,157.19397792710373,136.66415624901873,176.92990988358247,-5.977516745463106,0,0
